date|description|images|title|link|title_state|description_state
2014-10-01 (10:10)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_46_37_40_33_4637403380', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_46_37_40_33_4637403380_1', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_46_37_40_33_4637403380_2']|Polska II RP 5 złotych 1930 Sztandar GŁĘBOKI st.3+|https://archiwum.niemczyk.pl/page/4637403380/polska-ii-rp-5-zlotych-1930-sztandar-gleboki-st3|3+|
2014-09-29 (11:09)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_46_30_97_32_4630973280', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_46_30_97_32_4630973280_1']|Polska II RP 5 złotych Sztandar 1930 st. 3-|https://archiwum.niemczyk.pl/page/4630973280/polska-ii-rp-5-zlotych-sztandar-1930-st-3|3-|
2014-09-22 (15:09)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_46_10_16_40_4610164096', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_46_10_16_40_4610164096_1']|Polska II RP 5 złotych 1930 Sztandar st.3+|https://archiwum.niemczyk.pl/page/4610164096/polska-ii-rp-5-zlotych-1930-sztandar-st3|3+|
2014-09-05 (10:09)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_45_58_88_56_4558885629', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_45_58_88_56_4558885629_1']|Polska II RP 5 złotych 1930 Sztandar st.3+|https://archiwum.niemczyk.pl/page/4558885629/polska-ii-rp-5-zlotych-1930-sztandar-st3|3+|
2014-06-12 (17:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_43_07_39_89_4307398958', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_43_07_39_89_4307398958_1']|Polska II RP 5 złotych 1930 Głęboki Sztandar st.3+|https://archiwum.niemczyk.pl/page/4307398958/polska-ii-rp-5-zlotych-1930-gleboki-sztandar-st3|3+|
2014-06-09 (16:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_42_97_87_45_4297874519', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_42_97_87_45_4297874519_1']|Polska II RP 5 złotych Sztandar 1930 st. 3-|https://archiwum.niemczyk.pl/page/4297874519/polska-ii-rp-5-zlotych-sztandar-1930-st-3|3-|
2014-06-09 (16:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_42_97_85_24_4297852456', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_42_97_85_24_4297852456_1']|Polska II RP 5 złotych Sztandar 1930 st. 3|https://archiwum.niemczyk.pl/page/4297852456/polska-ii-rp-5-zlotych-sztandar-1930-st-3|3|
2014-05-21 (14:05)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_42_40_73_04_4240730417', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_42_40_73_04_4240730417_1']|Polska II RP 5 złotych 1930 Sztandar st.2|https://archiwum.niemczyk.pl/page/4240730417/polska-ii-rp-5-zlotych-1930-sztandar-st2|2|
2014-05-21 (14:05)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_42_40_72_77_4240727723', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_42_40_72_77_4240727723_1']|Polska II RP 5 złotych 1930 Sztandar st.3|https://archiwum.niemczyk.pl/page/4240727723/polska-ii-rp-5-zlotych-1930-sztandar-st3|3|
2014-05-08 (17:05)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_41_94_75_04_4194750476', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_41_94_75_04_4194750476_1']|Polska II RP 5 złotych 1930 Sztandar st.1|https://archiwum.niemczyk.pl/page/4194750476/polska-ii-rp-5-zlotych-1930-sztandar-st1|1|
2014-04-08 (13:04)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_41_14_34_25_4114342577', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_41_14_34_25_4114342577_1']|Polska II RP 5 złotych 1930 Sztandar st. 3-|https://archiwum.niemczyk.pl/page/4114342577/polska-ii-rp-5-zlotych-1930-sztandar-st-3|3-|
2014-04-08 (13:04)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_41_14_33_82_4114338263', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_41_14_33_82_4114338263_1']|Polska II RP 5 złotych 1930 Sztandar st. 3|https://archiwum.niemczyk.pl/page/4114338263/polska-ii-rp-5-zlotych-1930-sztandar-st-3|3|
2014-03-28 (15:03)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_40_71_43_99_4071439926', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_40_71_43_99_4071439926_1']|Polska II RP 5 złotych 1930 sztandar st.2+|https://archiwum.niemczyk.pl/page/4071439926/polska-ii-rp-5-zlotych-1930-sztandar-st2|2+|
2014-03-27 (18:03)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_40_78_21_59_4078215909', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_40_78_21_59_4078215909_1', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_40_78_21_59_4078215909_2']|Polska II RP 5 złotych 1930 sztandar GCN AU53|https://archiwum.niemczyk.pl/page/4078215909/polska-ii-rp-5-zlotych-1930-sztandar-gcn-au53|GCN AU53|
2014-03-25 (18:03)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_40_71_99_22_4071992299', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_40_71_99_22_4071992299_1']|Polska II RP 5 złotych 1930 sztandar st.3+|https://archiwum.niemczyk.pl/page/4071992299/polska-ii-rp-5-zlotych-1930-sztandar-st3|3+|
2014-02-21 (13:02)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_39_75_98_70_3975987023', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_39_75_98_70_3975987023_1']|Polska II RP 5 złotych 1930 sztandar st.3|https://archiwum.niemczyk.pl/page/3975987023/polska-ii-rp-5-zlotych-1930-sztandar-st3|3|
2014-02-07 (16:02)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_39_35_54_97_3935549704', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_39_35_54_97_3935549704_1']|Polska II RP 5 złotych 1930 sztandar st.3|https://archiwum.niemczyk.pl/page/3935549704/polska-ii-rp-5-zlotych-1930-sztandar-st3|3|
2014-02-07 (11:02)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_39_34_67_41_3934674185', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_39_34_67_41_3934674185_1']|Polska II RP 5 złotych 1930 Sztandar st.2-/3+|https://archiwum.niemczyk.pl/page/3934674185/polska-ii-rp-5-zlotych-1930-sztandar-st2-3|2-/3+|
2014-02-07 (11:02)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_39_34_65_21_3934652155', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_39_34_65_21_3934652155_1']|Polska II RP 5 złotych 1930 Sztandar st.3-|https://archiwum.niemczyk.pl/page/3934652155/polska-ii-rp-5-zlotych-1930-sztandar-st3|3-|
2014-01-29 (15:01)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_39_09_53_15_3909531506', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_39_09_53_15_3909531506_1']|Polska 5 złotych 1930 sztandar st.3-|https://archiwum.niemczyk.pl/page/3909531506/polska-5-zlotych-1930-sztandar-st3|3-|
2014-01-09 (16:01)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_38_50_64_82_3850648234', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_38_50_64_82_3850648234_1']|Polska II RP 5 złotych 1930 sztandar st. 3|https://archiwum.niemczyk.pl/page/3850648234/polska-ii-rp-5-zlotych-1930-sztandar-st-3|3|
2014-01-06 (11:01)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_38_23_45_27_3823452793', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_38_23_45_27_3823452793_1']|Polska II RP 5 złotych 1930 Sztandar st. 3|https://archiwum.niemczyk.pl/page/3823452793/polska-ii-rp-5-zlotych-1930-sztandar-st-3|3|
2014-01-03 (14:01)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_38_16_35_93_3816359339', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_38_16_35_93_3816359339_1']|Polska II RP 5 złotych 1930 Sztandar st. 3|https://archiwum.niemczyk.pl/page/3816359339/polska-ii-rp-5-zlotych-1930-sztandar-st-3|3|
2014-01-02 (14:01)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_38_13_54_91_3813549136', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_38_13_54_91_3813549136_1']|Polska II RP 5 złotych 1930 sztandar st.3|https://archiwum.niemczyk.pl/page/3813549136/polska-ii-rp-5-zlotych-1930-sztandar-st3|3|
2013-12-28 (11:12)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_38_10_29_19_3810291987', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_38_10_29_19_3810291987_1']|Polska II RP 5 złotych 1930 sztandar st. 3+|https://archiwum.niemczyk.pl/page/3810291987/polska-ii-rp-5-zlotych-1930-sztandar-st-3|3+|
2013-12-04 (13:12)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_37_50_38_17_3750381746', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_37_50_38_17_3750381746_1']|Polska II RP 5 złotych 1930 sztandar st.3+|https://archiwum.niemczyk.pl/page/3750381746/polska-ii-rp-5-zlotych-1930-sztandar-st3|3+|
2013-10-19|Rzadka moneta, tzw. sztandar głęboki. Najwyższa nota gradingowa PCGS. Znane są tylko trzy egzemplarze w tym stanie zachowania (MS64). Wyśmienity stan zachowania.\\Parchimowicz 115 b\\Stan zachowania PCGS MS64\Waga Ag\Średnica 33 mm|['https://archiwum.niemczyk.pl/images/auction/orginal/461.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/461a.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/461b.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/5674468.jpg']|II RP. 5 złotych 1930 Sztandar, PCGS MS64, stempel głęboki, srebro|https://archiwum.niemczyk.pl/auction/7/468/ii-rp-5-zlotych-1930-sztandar-pcgs-ms64-stempel-gleboki-srebro|PCGS MS64|PCGS MS64
2013-10-08 (14:10)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_35_93_95_62_3593956235', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_35_93_95_62_3593956235_1', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_35_93_95_62_3593956235_2']|Polska II RP 5 złotych 1930 Sztandar NGC AU58|https://archiwum.niemczyk.pl/page/3593956235/polska-ii-rp-5-zlotych-1930-sztandar-ngc-au58|NGC AU58|
2013-07-29 (16:07)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_34_17_68_13_3417681311', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_34_17_68_13_3417681311_1']|Polska 5 złotych 1930 sztandar st. 3+|https://archiwum.niemczyk.pl/page/3417681311/polska-5-zlotych-1930-sztandar-st-3|3+|
2013-06-18 (16:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_33_18_16_69_3318166968', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_33_18_16_69_3318166968_1']|Polska II RP 5 złotych 1930 sztandar st.3-|https://archiwum.niemczyk.pl/page/3318166968/polska-ii-rp-5-zlotych-1930-sztandar-st3|3-|
2013-06-12 (13:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_33_03_07_57_3303075702', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_33_03_07_57_3303075702_1']|Polska II RP 5 złotych 1930 sztandar st.3|https://archiwum.niemczyk.pl/page/3303075702/polska-ii-rp-5-zlotych-1930-sztandar-st3|3|
2013-06-12 (13:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_33_03_07_56_3303075601', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_33_03_07_56_3303075601_1']|Polska II RP 5 złotych 1930 sztandar st.3/3+|https://archiwum.niemczyk.pl/page/3303075601/polska-ii-rp-5-zlotych-1930-sztandar-st33|3/3+|
2013-06-10 (12:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_32_97_82_16_3297821623', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_32_97_82_16_3297821623_1']|Polska II RP 5 złotych 1930 sztandar st.3|https://archiwum.niemczyk.pl/page/3297821623/polska-ii-rp-5-zlotych-1930-sztandar-st3|3|
2013-06-10 (12:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_32_97_82_15_3297821529', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_32_97_82_15_3297821529_1', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_32_97_82_15_3297821529_2', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_32_97_82_15_3297821529_3']|Polska II RP 5 złotych 1930 sztandar st.3+|https://archiwum.niemczyk.pl/page/3297821529/polska-ii-rp-5-zlotych-1930-sztandar-st3|3+|
2013-06-10 (12:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_32_97_82_13_3297821319', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_32_97_82_13_3297821319_1']|Polska II RP 5 złotych 1930 sztandar st.3+|https://archiwum.niemczyk.pl/page/3297821319/polska-ii-rp-5-zlotych-1930-sztandar-st3|3+|
2013-06-07 (16:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_32_74_62_70_3274627042', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_32_74_62_70_3274627042_1']|Polska II RP 5 złotych 1930 Sztandar st.3|https://archiwum.niemczyk.pl/page/3274627042/polska-ii-rp-5-zlotych-1930-sztandar-st3|3|
2013-06-07 (15:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_32_84_40_97_3284409734', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_32_84_40_97_3284409734_1']|Polska II RP 5 złotych 1930 Sztandar st.3+|https://archiwum.niemczyk.pl/page/3284409734/polska-ii-rp-5-zlotych-1930-sztandar-st3|3+|
2013-06-07 (15:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_32_84_40_95_3284409554', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_32_84_40_95_3284409554_1']|Polska II RP 5 złotych 1930 Sztandar st.3|https://archiwum.niemczyk.pl/page/3284409554/polska-ii-rp-5-zlotych-1930-sztandar-st3|3|
2013-06-07 (15:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_32_84_40_94_3284409421', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_32_84_40_94_3284409421_1']|Polska II RP 5 złotych 1930 Sztandar st.3+|https://archiwum.niemczyk.pl/page/3284409421/polska-ii-rp-5-zlotych-1930-sztandar-st3|3+|
2013-06-05 (13:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_32_86_58_05_3286580519', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_32_86_58_05_3286580519_1', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_32_86_58_05_3286580519_2']|Polska II RP 5 złotych 1930 Sztandar PCGS MS62|https://archiwum.niemczyk.pl/page/3286580519/polska-ii-rp-5-zlotych-1930-sztandar-pcgs-ms62|PCGS MS62|
2013-06-05 (13:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_32_86_58_01_3286580167', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_32_86_58_01_3286580167_1', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_32_86_58_01_3286580167_2']|Polska II RP 5 złotych 1930 Sztandar NGC MS61|https://archiwum.niemczyk.pl/page/3286580167/polska-ii-rp-5-zlotych-1930-sztandar-ngc-ms61|NGC MS61|
2013-06-04 (14:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_32_66_44_02_3266440225', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_32_66_44_02_3266440225_1']|Polska II RP 5 złotych 1930 Sztandar st.3-|https://archiwum.niemczyk.pl/page/3266440225/polska-ii-rp-5-zlotych-1930-sztandar-st3|3-|
2013-06-04 (14:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_32_66_44_00_3266440058', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_32_66_44_00_3266440058_1']|Polska II RP 5 złotych 1930 Sztandar st.3|https://archiwum.niemczyk.pl/page/3266440058/polska-ii-rp-5-zlotych-1930-sztandar-st3|3|
2013-06-04 (14:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_32_66_43_98_3266439888', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_32_66_43_98_3266439888_1']|Polska II RP 5 złotych 1930 Sztandar st.3|https://archiwum.niemczyk.pl/page/3266439888/polska-ii-rp-5-zlotych-1930-sztandar-st3|3|
2013-04-23 (14:04)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_31_79_78_60_3179786052', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_31_79_78_60_3179786052_1', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_31_79_78_60_3179786052_2', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_31_79_78_60_3179786052_3']|Polska II RP 5 złotych 1930 Sztandar st. 2-|https://archiwum.niemczyk.pl/page/3179786052/polska-ii-rp-5-zlotych-1930-sztandar-st-2|2-|
2013-04-19 (20:04)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_31_59_46_18_3159461830', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_31_59_46_18_3159461830_1', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_31_59_46_18_3159461830_2']|Polska II RP 5 złotych 1930 Sztandar PCGS MS63|https://archiwum.niemczyk.pl/page/3159461830/polska-ii-rp-5-zlotych-1930-sztandar-pcgs-ms63|PCGS MS63|
2013-04-10 (13:04)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_31_39_62_56_3139625697', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_31_39_62_56_3139625697_1', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_31_39_62_56_3139625697_2']|Polska II RP 5 złotych 1930 Sztandar PCGS MS63|https://archiwum.niemczyk.pl/page/3139625697/polska-ii-rp-5-zlotych-1930-sztandar-pcgs-ms63|PCGS MS63|
2013-04-07 (16:04)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_31_40_00_72_3140007269', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_31_40_00_72_3140007269_1']|Polska II RP 5 złotych 1930 Sztandar st.3+|https://archiwum.niemczyk.pl/page/3140007269/polska-ii-rp-5-zlotych-1930-sztandar-st3|3+|
2013-03-25 (20:03)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_31_04_52_73_3104527380', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_31_04_52_73_3104527380_1', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_31_04_52_73_3104527380_2', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_31_04_52_73_3104527380_3']|Polska II RP 5 złotych 1930 Sztandar PCGS MS 65|https://archiwum.niemczyk.pl/page/3104527380/polska-ii-rp-5-zlotych-1930-sztandar-pcgs-ms-65|PCGS MS 65|
2013-03-22 (14:03)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_31_04_56_51_3104565198', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_31_04_56_51_3104565198_1']|Polska 5 złotych 1930 sztandar st. 3+|https://archiwum.niemczyk.pl/page/3104565198/polska-5-zlotych-1930-sztandar-st-3|3+|
2013-03-22 (14:03)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_31_04_56_50_3104565040', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_31_04_56_50_3104565040_1']|Polska 5 złotych 1930 sztandar st. 2+/1-|https://archiwum.niemczyk.pl/page/3104565040/polska-5-zlotych-1930-sztandar-st-21|2+/1-|
2013-03-22 (09:03)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_31_03_92_89_3103928933', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_31_03_92_89_3103928933_1', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_31_03_92_89_3103928933_2', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_31_03_92_89_3103928933_3']|Polska 5 złotych 1930 sztandar st. 2-|https://archiwum.niemczyk.pl/page/3103928933/polska-5-zlotych-1930-sztandar-st-2|2-|
2013-03-14 (15:03)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_30_84_09_35_3084093507', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_30_84_09_35_3084093507_1']|Polska 5 złotych 1930 sztandar st. 3|https://archiwum.niemczyk.pl/page/3084093507/polska-5-zlotych-1930-sztandar-st-3|3|
2013-03-12 (14:03)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_30_78_79_76_3078797606', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_30_78_79_76_3078797606_1']|Polska 5 złotych 1930 sztandar st. 2|https://archiwum.niemczyk.pl/page/3078797606/polska-5-zlotych-1930-sztandar-st-2|2|
2013-03-11 (14:03)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_30_76_13_05_3076130511', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_30_76_13_05_3076130511_1']|Polska 5 złotych 1930 sztandar st. 1-|https://archiwum.niemczyk.pl/page/3076130511/polska-5-zlotych-1930-sztandar-st-1|1-|
2013-02-28 (16:02)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_30_49_40_02_3049400248', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_30_49_40_02_3049400248_1']|Polska 5 złotych 1930 sztandar st. 2-|https://archiwum.niemczyk.pl/page/3049400248/polska-5-zlotych-1930-sztandar-st-2|2-|
2013-02-25 (14:02)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_30_41_27_30_3041273074', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_30_41_27_30_3041273074_1']|Polska II RP 5 złotych 1930 sztandar st. 3|https://archiwum.niemczyk.pl/page/3041273074/polska-ii-rp-5-zlotych-1930-sztandar-st-3|3|
2013-01-25 (14:01)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_29_59_92_21_2959922108', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_29_59_92_21_2959922108_1']|Polska II RP 5 złotych 1930 Sztandar st.2-|https://archiwum.niemczyk.pl/page/2959922108/polska-ii-rp-5-zlotych-1930-sztandar-st2|2-|
2013-01-11 (11:01)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_29_22_60_94_2922609470', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_29_22_60_94_2922609470_1']|Polska II RP 5 złotych 1930 Sztandar st.3|https://archiwum.niemczyk.pl/page/2922609470/polska-ii-rp-5-zlotych-1930-sztandar-st3|3|
2012-12-19|Resztki połysku, skazy na obrzeżu i w tle.   \\Waga: 17,92 g Ag .750     \Literatura: Fischer OB 014\\Stan zachowania: 3/3+|['https://archiwum.niemczyk.pl/images/shop/2010_09_22_125411_246.jpg', 'https://archiwum.niemczyk.pl/images/shop/2010_09_22_125412.jpg']|Polska II RP 5 zlotych 1930 Sztandar st.3/3+|https://archiwum.niemczyk.pl/shop/5655/polska-ii-rp-5-zlotych-1930-sztandar-st33|3/3+|3/3+
2012-12-14 (14:12)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_28_53_66_94_2853669449', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_28_53_66_94_2853669449_1']|Polska II RP 5 złotych 1930 Sztandar st.3|https://archiwum.niemczyk.pl/page/2853669449/polska-ii-rp-5-zlotych-1930-sztandar-st3|3|
2012-12-11 (16:12)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_28_45_84_12_2845841241', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_28_45_84_12_2845841241_1', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_28_45_84_12_2845841241_2']|Polska II RP 5 złotych 1930 Sztandar PCGS MS 61|https://archiwum.niemczyk.pl/page/2845841241/polska-ii-rp-5-zlotych-1930-sztandar-pcgs-ms-61|PCGS MS 61|
