name,label
100_1.jpg,1.0
100_2.jpg,2.0
101_1.jpg,1.0
101_2.jpg,2.0
102_1.jpg,1.0
102_2.jpg,2.0
103_1.jpg,1.0
103_2.jpg,2.0
104_1.jpg,1.0
104_2.jpg,2.0
105_1.jpg,1.0
105_2.jpg,2.0
106_1.jpg,1.0
106_2.jpg,2.0
107_1.jpg,1.0
107_2.jpg,2.0
108_1.jpg,-1.0
109_1.jpg,1.0
109_2.jpg,2.0
10_1.jpg,1.0
10_2.jpg,2.0
110_1.jpg,1.0
110_2.jpg,2.0
111_1.jpg,-1.0
111_2.jpg,2.0
111_3.jpg,1.0
112_1.jpg,-1.0
112_2.jpg,1.0
112_3.jpg,2.0
113_1.jpg,1.0
113_2.jpg,2.0
114_1.jpg,-1.0
114_2.jpg,1.0
114_3.jpg,2.0
115_1.jpg,-1.0
115_2.jpg,2.0
115_3.jpg,1.0
116_1.jpg,1.0
116_2.jpg,2.0
117_1.jpg,1.0
117_2.jpg,2.0
118_1.jpg,1.0
118_2.jpg,2.0
119_1.jpg,1.0
119_2.jpg,2.0
11_1.jpg,1.0
11_2.jpg,2.0
120_1.jpg,1.0
120_2.jpg,2.0
121_1.jpg,1.0
121_2.jpg,2.0
122_1.jpg,1.0
122_2.jpg,2.0
123_1.jpg,1.0
123_2.jpg,2.0
124_1.jpg,1.0
124_2.jpg,2.0
125_1.jpg,-1.0
125_2.jpg,2.0
125_3.jpg,1.0
126_1.jpg,-1.0
126_2.jpg,1.0
126_3.jpg,2.0
127_1.jpg,1.0
127_2.jpg,2.0
128_1.jpg,1.0
128_2.jpg,2.0
129_1.jpg,1.0
129_2.jpg,2.0
12_1.jpg,1.0
12_2.jpg,2.0
130_1.jpg,1.0
130_2.jpg,2.0
131_1.jpg,1.0
131_2.jpg,2.0
132_1.jpg,1.0
132_2.jpg,2.0
133_1.jpg,1.0
133_2.jpg,2.0
134_1.jpg,1.0
134_2.jpg,2.0
135_1.jpg,1.0
135_2.jpg,2.0
136_1.jpg,-1.0
136_2.jpg,2.0
136_3.jpg,1.0
137_1.jpg,1.0
137_2.jpg,2.0
138_1.jpg,-1.0
138_2.jpg,2.0
138_3.jpg,1.0
139_1.jpg,1.0
139_2.jpg,2.0
13_1.jpg,1.0
13_2.jpg,2.0
140_1.jpg,-1.0
140_2.jpg,2.0
140_3.jpg,1.0
140_4.jpg,-1.0
141_1.jpg,1.0
141_2.jpg,2.0
142_1.jpg,1.0
142_2.jpg,2.0
143_1.jpg,1.0
143_2.jpg,2.0
144_1.jpg,1.0
144_2.jpg,2.0
145_1.jpg,1.0
145_2.jpg,2.0
146_1.jpg,1.0
146_2.jpg,2.0
147_1.jpg,1.0
147_2.jpg,2.0
147_3.jpg,-1.0
148_1.jpg,1.0
148_2.jpg,2.0
148_3.jpg,-1.0
149_1.jpg,1.0
149_2.jpg,2.0
14_1.jpg,1.0
14_2.jpg,2.0
150_1.jpg,1.0
150_2.jpg,2.0
151_1.jpg,1.0
151_2.jpg,2.0
152_1.jpg,1.0
152_2.jpg,2.0
153_1.jpg,1.0
153_2.jpg,2.0
154_1.jpg,1.0
154_2.jpg,2.0
155_1.jpg,1.0
155_2.jpg,2.0
156_1.jpg,1.0
156_2.jpg,2.0
157_1.jpg,1.0
157_2.jpg,2.0
158_1.jpg,1.0
158_2.jpg,2.0
159_1.jpg,1.0
159_2.jpg,2.0
15_1.jpg,1.0
15_2.jpg,2.0
15_3.jpg,-1.0
160_1.jpg,1.0
160_2.jpg,2.0
161_1.jpg,1.0
161_2.jpg,2.0
162_1.jpg,-1.0
162_2.jpg,1.0
162_3.jpg,2.0
163_1.jpg,1.0
163_2.jpg,2.0
164_1.jpg,1.0
164_2.jpg,2.0
165_1.jpg,1.0
165_2.jpg,2.0
165_3.jpg,-1.0
166_1.jpg,1.0
166_2.jpg,2.0
167_1.jpg,1.0
167_2.jpg,2.0
168_1.jpg,1.0
168_2.jpg,2.0
169_1.jpg,1.0
169_2.jpg,2.0
16_1.jpg,-1.0
16_2.jpg,2.0
16_3.jpg,1.0
170_1.jpg,-1.0
170_2.jpg,2.0
171_1.jpg,-1.0
171_2.jpg,2.0
172_1.jpg,1.0
172_2.jpg,2.0
173_1.jpg,1.0
173_2.jpg,2.0
174_1.jpg,1.0
174_2.jpg,2.0
175_1.jpg,1.0
175_2.jpg,2.0
176_1.jpg,1.0
176_2.jpg,2.0
177_1.jpg,1.0
177_2.jpg,2.0
178_1.jpg,1.0
178_2.jpg,2.0
179_1.jpg,1.0
179_2.jpg,2.0
179_3.jpg,-1.0
17_1.jpg,-1.0
17_2.jpg,1.0
17_3.jpg,2.0
180_1.jpg,1.0
180_2.jpg,2.0
181_1.jpg,-1.0
181_2.jpg,1.0
181_3.jpg,2.0
181_4.jpg,-1.0
182_1.jpg,1.0
182_2.jpg,2.0
183_1.jpg,1.0
183_2.jpg,2.0
184_1.jpg,1.0
184_2.jpg,2.0
185_1.jpg,1.0
185_2.jpg,2.0
186_1.jpg,1.0
186_2.jpg,2.0
187_1.jpg,-1.0
187_2.jpg,2.0
188_1.jpg,1.0
188_2.jpg,2.0
189_1.jpg,1.0
189_2.jpg,2.0
18_1.jpg,1.0
18_2.jpg,2.0
190_1.jpg,1.0
190_2.jpg,2.0
191_1.jpg,1.0
191_2.jpg,2.0
192_1.jpg,1.0
192_2.jpg,2.0
193_1.jpg,1.0
193_2.jpg,2.0
194_1.jpg,1.0
194_2.jpg,2.0
195_1.jpg,1.0
195_2.jpg,2.0
196_1.jpg,1.0
196_2.jpg,2.0
197_1.jpg,1.0
197_2.jpg,2.0
198_1.jpg,1.0
198_2.jpg,2.0
199_1.jpg,1.0
199_2.jpg,2.0
19_1.jpg,1.0
19_2.jpg,2.0
