id|date|description|images|link|title|title_state|description_state
11|05 października 2019|Opis pozycji\Stan zachowania: 2/2+\Literatura: Chałupski 2.23.2.a (R), Parchimowicz 115.a\Odmiana bita płytkim stemplem.\Lekko przetarty na awersie. Ładny w prezencji, menniczej świeżości.|['https://img1.onebid.pl/img/605/157097_1b.jpg?1570388936', 'https://img1.onebid.pl/img/605/157097_2b.jpg?1570388936']|https://aukcje.gndm.pl/pl/auction/605/lot/2030/sztandar-5-zlotych-1930|Sztandar 5 złotych 1930||2/2+
12|05 października 2019|Opis pozycji\Stan zachowania: 3+/2\W skład zestawu wchodzą dwie londyńskie złotówki 1925, cztery dwuzłotówki (1924 Paryż i Filadelfia; 1925 Filadelfia i Londyn), dwie Nike 1928 (Bruksela i Warszawa) i 5 zł 1930 Sztandar.|['https://img1.onebid.pl/img/605/162382_1b.jpg?1570387838', 'https://img1.onebid.pl/img/605/162382_2b.jpg?1570387838']|https://aukcje.gndm.pl/pl/auction/605/lot/2031/ii-rp-zestaw-1924-1930-kobieta-i-klosy-nike-sztandar-9szt|II RP zestaw 1924-1930 Kobieta i kłosy, Nike, Sztandar (9szt)||3+/2
13|25 maja 2019|Opis pozycji\10 sztuk w zestawie. \Wszystkie wybite stemplem płytkim. \Monety w atrakcyjnych kolekcjonersko stanach zachowania z przedziału 3+/2, w tym szczególnie jeden wyróżnia się urodą. \Atrakcyjny inwestycyjnie lub handlowo zestaw.\Zdecydowanie polecamy. |['https://img1.onebid.pl/img/523/136158_1b.jpg?1558861761']|https://aukcje.gndm.pl/pl/auction/523/lot/2010/iirp-zestaw-5-zlotych-1930-sztandar-10|IIRP zestaw 5 złotych 1930 Sztandar (10)||3+/2
14|25 maja 2019|Opis pozycji\Stan zachowania: 1/1-\Literatura: Chałupski 2.23.2.a (R), Parchimowicz 115.a\Menniczy egzemplarz Sztandaru, o pięknej prezencji.\Moneta na wysoki MS w amerykańskim gradingu.\Prezencja monety dostępna również na filmiku na łamach naszego kanału Youtube.\Polecamy.|['https://img1.onebid.pl/img/523/133706_1b.jpg?1558872811', 'https://img1.onebid.pl/img/523/133706_2b.jpg?1558872811']|https://aukcje.gndm.pl/pl/auction/523/lot/2306/sztandar-5-zlotych-1930-piekny|Sztandar 5 złotych 1930 - PIĘKNY||1/1-
15|25 maja 2019|Opis pozycji\Stan zachowania: NGC MS63\Literatura: Chałupski 2.23.2.a (R), Parchimowicz 115.a\Znakomity, świeży egzemplarz.|['https://img1.onebid.pl/img/523/132576_1b.jpg?1558872846', 'https://img1.onebid.pl/img/523/132576_2b.jpg?1558872846', 'https://img1.onebid.pl/img/523/132576_3b.jpg?1558872846']|https://aukcje.gndm.pl/pl/auction/523/lot/2307/sztandar-5-zlotych-1930-ngc-ms63|Sztandar 5 złotych 1930 - NGC MS63|NGC MS63|NGC MS63
16|25 maja 2019|Opis pozycji\Stan zachowania: PCGS MS62\Literatura: Chałupski 2.23.2.a (R), Parchimowicz 115.a\Piękny, nieobiegowy egzemplarz.|['https://img1.onebid.pl/img/523/126758_1b.jpg?1558872893', 'https://img1.onebid.pl/img/523/126758_2b.jpg?1558872893', 'https://img1.onebid.pl/img/523/126758_3b.jpg?1558872893']|https://aukcje.gndm.pl/pl/auction/523/lot/2308/sztandar-5-zlotych-1930-pcgs-ms62|Sztandar 5 złotych 1930 - PCGS MS62|PCGS MS62|PCGS MS62
17|25 maja 2019|Opis pozycji\Stan zachowania: NGC UNC\Literatura: Chałupski 2.23.2.a (R), Parchimowicz 115.a\Wybłyszczona powierzchnia, dobry relief.|['https://img1.onebid.pl/img/523/132308_1b.jpg?1558872920', 'https://img1.onebid.pl/img/523/132308_2b.jpg?1558872920', 'https://img1.onebid.pl/img/523/132308_3b.jpg?1558872920']|https://aukcje.gndm.pl/pl/auction/523/lot/2309/sztandar-5-zlotych-1930-ngc-unc|Sztandar 5 złotych 1930 - NGC UNC|NGC UNC|NGC UNC
18|25 maja 2019|Opis pozycji\Stan zachowania: 2\Literatura: Chałupski 2.23.2.a (R), Parchimowicz 115.a\Bardzo ładny, z zachowanym połyskiem na rewersie.|['https://img1.onebid.pl/img/523/132228_1b.jpg?1558882372', 'https://img1.onebid.pl/img/523/132228_2b.jpg?1558882372']|https://aukcje.gndm.pl/pl/auction/523/lot/2310/sztandar-5-zlotych-1930|Sztandar 5 złotych 1930||2
19|25 maja 2019|Opis pozycji\Stan zachowania: 2\Literatura: Chałupski 2.23.1.a (R5), Parchimowicz 115.b\Jedna z najrzadszych monet obiegowych okresu międzywojnia - sztandar wybity stemplem głębokim.\Właściciel tej monety pozyskał ją do zbioru w latach 60-tych. Przekazując ją nam na aukcje opowiedział jednocześnie ciekawą historię dotyczącą tej odmiany.\Wówczas wiedza na temat odmian monet nie była jeszcze tak powszechna jak teraz. O sztandarze tym miał przyjemność porozmawiać z byłym pracownikiem mennicy. Powiedział on, że pierwsze wybijane w mennicy 'sztandary' bito właśnie stemplem głębokim. Ich produkcja okazała się bardzo utrudniona gdyż klinowały się na stemplu stroną sztandaru. Nie chciały same spadać ze stempla i co rusz trzeba było je ręcznie z niego wybijać. Przeprowadzono analizy celem ustalenia przyczyny tego problemu i w ich wyniku ustalono, że za klinowanie się monety w stemplu odpowiada zbyt drobne ząbkowanie obrzeża. Zmieniono stemple (na 'płytkie') i problem zniknął.\Według przekazu stemplem głębokim wybito niewielką ilość monet.\Nie wiemy czy ta historia rzeczywiście jest prawdziwa, niemniej wydała nam się bardzo wiarygodna, stąd przytaczamy ją w opisie. \Przedmiotem tej aukcji egzemplarz wybity właśnie stemplem głębokim.\Moneta w starej, ciemnej patynie, charakteryzująca się wysokiej jakości lustrem. Na jego powierzchni widoczne przetarcia, ale nawet mimo nich lustro eksponuje się bardzo pięknie. Połyskiem charakteryzuje się również obrzeże. Możliwe, że jest to wczesna odbitka stempla, lub egzemplarz bity stemplem lustrzanym (?).\Bardzo ładna moneta - zdecydowanie polecamy.|['https://img1.onebid.pl/img/523/136297_1b.jpg?1559156327', 'https://img1.onebid.pl/img/523/136297_2b.jpg?1559156327', 'https://img1.onebid.pl/img/523/136297_3b.jpg?1559156327', 'https://img1.onebid.pl/img/523/136297_4b.jpg?1559156327']|https://aukcje.gndm.pl/pl/auction/523/lot/2311/sztandar-5-zlotych-1930-gleboki|Sztandar 5 złotych 1930 - GŁĘBOKI||2
20|25 maja 2019|Opis pozycji\Stan zachowania: 3\Literatura: Chałupski 2.23.1.a (R5), Parchimowicz 115.b\Jedna z najrzadszych monet obiegowych okresu międzywojnia.\Wybłyszczony egzemplarz.|['https://img1.onebid.pl/img/523/133197_1b.jpg?1558872994', 'https://img1.onebid.pl/img/523/133197_2b.jpg?1558872994', 'https://img1.onebid.pl/img/523/133197_3b.jpg?1558872994']|https://aukcje.gndm.pl/pl/auction/523/lot/2312/sztandar-5-zlotych-1930-gleboki|Sztandar 5 złotych 1930 - GŁĘBOKI||3
21|09 lutego 2019|"Opis pozycji\Stan zachowania: NGC XF\Literatura: Chałupski 2.23.1.a (R5), Parchimowicz 115.b\Obiegowy egzemplarz z niewielkim przetarciem na lewo od sztandaru i zadrapaniami nad nim. Poza tym naturalny, obiegowy egzemplarz o dobrej prezencji. \Jedna z najrzadszych obiegowych monet okresu międzywojnia.\""Sztandar"" wybity stemplem głębokim."|['https://img1.onebid.pl/img/448/111600_1b.jpg?1549796231', 'https://img1.onebid.pl/img/448/111600_2b.jpg?1549796231', 'https://img1.onebid.pl/img/448/111600_3b.jpg?1549796231', 'https://img1.onebid.pl/img/448/111600_4b.jpg?1549796231', 'https://img1.onebid.pl/img/448/111600_5b.jpg?1549796231']|https://aukcje.gndm.pl/pl/auction/448/lot/1359/gleboki-sztandar-5-zlotych-1930-ngc-xf|GŁĘBOKI Sztandar 5 złotych 1930 - NGC XF|NGC XF|NGC XF
22|09 lutego 2019|Opis pozycji\Stan zachowania: NGC MS64+\Literatura: Chałupski 2.23.2.a (R), Parchimowicz 115.a\Jeden z najładniejszych egzemplarzy Sztandaru jaki widzieliśmy. \Dobrze wybity, co nieczęste w przypadku wersji bitej stemplem płytkim. Odbitka świeża o wyraźnym, pięknym lustrze. Tło zachowane w bardzo dobrej kondycji, praktycznie bez skaleczeń, które bardzo często zdarzają się na Sztandarach. \Piękny, w pełni naturalny stan zachowania z lekką patyną zachodzącą delikatnie od obrzeża. \Znakomita sztuka. Doceniony przez NGC oceną 64+. Jest to jedyny egzemplarz z taką oceną w NGC i tylko 5 szt. oceniono wyżej, na populacje liczącą 329 sztuk!. |['https://img1.onebid.pl/img/448/111614_1b.jpg?1549796278', 'https://img1.onebid.pl/img/448/111614_2b.jpg?1549796278', 'https://img1.onebid.pl/img/448/111614_3b.jpg?1549796278']|https://aukcje.gndm.pl/pl/auction/448/lot/1360/sztandar-5-zlotych-1930-piekny-ngc-ms64|Sztandar 5 złotych 1930 - piękny - NGC MS64+|NGC MS64|NGC MS64
23|09 lutego 2019|Opis pozycji\Stan zachowania: NGC MS62\Literatura: Chałupski 2.23.2.a (R), Parchimowicz 115.a\Ładny, w patynie i z zachowanym połyskiem. |['https://img1.onebid.pl/img/448/103108_1b.jpg?1549796302', 'https://img1.onebid.pl/img/448/103108_2b.jpg?1549796302', 'https://img1.onebid.pl/img/448/103108_3b.jpg?1549796302']|https://aukcje.gndm.pl/pl/auction/448/lot/1361/sztandar-5-zlotych-1930-ngc-ms62|Sztandar 5 złotych 1930 - NGC MS62|NGC MS62|NGC MS62
24|09 lutego 2019|"Opis pozycji\Stan zachowania: NGC AU58\Literatura: Chałupski 2.23.2.a (R), Parchimowicz 115.a\Równomierna, brązowa patyna ""z amerykańskich kopertek"" na całej powierzchni. \Bardzo dobrze zachowany relief i ogólnie atrakcyjna prezencja monety.\Wysłana przez nas do gradingu z nastawieniem na otrzymanie noty MS, oceniona została przez NGC na AU58.\Bardzo ładna. Polecamy. "|['https://img1.onebid.pl/img/448/112897_1b.jpg?1549796332', 'https://img1.onebid.pl/img/448/112897_2b.jpg?1549796332', 'https://img1.onebid.pl/img/448/112897_3b.jpg?1549796332']|https://aukcje.gndm.pl/pl/auction/448/lot/1362/sztandar-5-zlotych-1930-ngc-au58|Sztandar 5 złotych 1930 - NGC AU58|NGC AU58|NGC AU58
25|09 lutego 2019|Opis pozycji\Stan zachowania: NGC AU58\Literatura: Chałupski 2.23.2.a (R), Parchimowicz 115.a\Ciemna, nierównomierna patyna. |['https://img1.onebid.pl/img/448/103204_1b.jpg?1549797046', 'https://img1.onebid.pl/img/448/103204_2b.jpg?1549797046', 'https://img1.onebid.pl/img/448/103204_3b.jpg?1549797046']|https://aukcje.gndm.pl/pl/auction/448/lot/1363/sztandar-5-zlotych-1930-ngc-au58|Sztandar 5 złotych 1930 - NGC AU58|NGC AU58|NGC AU58
26|06 października 2018|Opis pozycji\Stan zachowania: 3/3+\Literatura: Chałupski 2.23.1.a (R5), Parchimowicz 115.b\Jedna z najrzadszych monet obiegowych okresu międzywojnia.\Obiegowy egzemplarz. W przypadku odmiany bitej stemplem głębokim, ładnie zachowany rewers, ale wyraźnie słabiej awers.\Polecamy.|['https://img1.onebid.pl/img/369/88308_1b.jpg?1534802400', 'https://img1.onebid.pl/img/369/88308_2b.jpg?1534802400', 'https://img1.onebid.pl/img/369/88308_3b.jpg?1534802400', 'https://img1.onebid.pl/img/369/88308_4b.jpg?1534802400']|https://aukcje.gndm.pl/pl/auction/369/lot/2873/sztandar-5-zlotych-1930-gleboki|Sztandar 5 złotych 1930 - GŁĘBOKI||3/3+
27|06 października 2018|Opis pozycji\Stan zachowania: NGC MS62\Literatura: Chałupski 2.23.2.a (R), Parchimowicz 115.a\Bardzo ładny egzemplarz.|['https://img1.onebid.pl/img/369/84071_1b.jpg?1531692000', 'https://img1.onebid.pl/img/369/84071_2b.jpg?1531692000', 'https://img1.onebid.pl/img/369/84071_3b.jpg?1531692000']|https://aukcje.gndm.pl/pl/auction/369/lot/2874/sztandar-5-zlotych-1930-ngc-ms62|Sztandar 5 złotych 1930 - NGC MS62|NGC MS62|NGC MS62
28|06 października 2018|Opis pozycji\Stan zachowania: NGC MS61\Literatura: Chałupski 2.23.2.a (R), Parchimowicz 115.a\Odmiana bita stemplem płytkim.|['https://img1.onebid.pl/img/369/84067_1b.jpg?1531692000', 'https://img1.onebid.pl/img/369/84067_2b.jpg?1531692000', 'https://img1.onebid.pl/img/369/84067_3b.jpg?1531692000']|https://aukcje.gndm.pl/pl/auction/369/lot/2875/sztandar-5-zlotych-1930-ngc-ms61|Sztandar 5 złotych 1930 - NGC MS61|NGC MS61|NGC MS61
29|09 czerwca 2018|Opis pozycji\Stan zachowania: PCGS MS62\Literatura: Chałupski 2.23.2.a (R), Parchimowicz 115.a\Ładny egzemplarz.\Odmiana bita stemplem płytkim.|['https://img1.onebid.pl/img/341/74025_1b.jpg?1523052000', 'https://img1.onebid.pl/img/341/74025_2b.jpg?1523052000', 'https://img1.onebid.pl/img/341/74025_3b.jpg?1523052000']|https://aukcje.gndm.pl/pl/auction/341/lot/1756/sztandar-5-zlotych-1930-pcgs-ms62|Sztandar 5 złotych 1930 - PCGS MS62|PCGS MS62|PCGS MS62
30|09 czerwca 2018|Opis pozycji\Stan zachowania: 1-\Literatura: Chałupski 2.23.2.a (R), Parchimowicz 115a\Odmiana bita stemplem płytkim.\Nieobiegowy egzemplarz, kilka drobnych rysek na powierzchni rewersu. Wyśmienita prezencja. |['https://img1.onebid.pl/img/341/71437_1b.jpg?1522101600', 'https://img1.onebid.pl/img/341/71437_2b.jpg?1522101600']|https://aukcje.gndm.pl/pl/auction/341/lot/1757/sztandar-5-zlotych-1930|Sztandar 5 złotych 1930||1-
31|09 czerwca 2018|Opis pozycji\Stan zachowania: NGC AU58\Literatura: Chałupski 2.23.2.a (R), Parchimowicz 115.a\Lekko ruszony brzuch orła, ale piękna prezencja. Zegarowy połysk, patyna.|['https://img1.onebid.pl/img/341/71594_1b.jpg?1522274400', 'https://img1.onebid.pl/img/341/71594_2b.jpg?1522274400', 'https://img1.onebid.pl/img/341/71594_3b.jpg?1522274400']|https://aukcje.gndm.pl/pl/auction/341/lot/1758/sztandar-5-zlotych-1930-ngc-au58|Sztandar 5 złotych 1930 - NGC AU58|NGC AU58|NGC AU58
32|09 czerwca 2018|Opis pozycji\Stan zachowania: 2-/3+\Literatura: Chałupski 2.23.2.a (R), Parchimowicz 115a\Nierównomierna patyna na rewersie. Patyna i połysk.\Odmiana bita stemplem płytkim.|['https://img1.onebid.pl/img/341/73900_1b.jpg?1522965600', 'https://img1.onebid.pl/img/341/73900_2b.jpg?1522965600']|https://aukcje.gndm.pl/pl/auction/341/lot/1759/sztandar-5-zlotych-1930|Sztandar 5 złotych 1930||2-/3+
33|10 lutego 2018|Opis pozycji\Stan zachowania: NGC AU58\Literatura: Chałupski 2.23.2.a (R), Parchimowicz 115.a\Lekko ruszony brzuch orła, ale piękna prezencja. Zegarowy połysk, patyna.|['https://img1.onebid.pl/img/298/60416_1b.jpg?1570141026', 'https://img1.onebid.pl/img/298/60416_2b.jpg?1570141026', 'https://img1.onebid.pl/img/298/60416_3b.jpg?1570141026']|https://aukcje.gndm.pl/pl/auction/298/lot/1255/sztandar-5-zlotych-1930-ngc-au58|Sztandar 5 złotych 1930 - NGC AU58|NGC AU58|NGC AU58
34|10 lutego 2018|Opis pozycji\Stan zachowania: 2-/3+\Literatura: Chałupski 2.23.2.a (R), Parchimowicz 115a\Nierównomierna patyna na rewersie. Patyna i połysk.\Odmiana bita stemplem płytkim.|['https://img1.onebid.pl/img/298/58164_1b.jpg?1570141026', 'https://img1.onebid.pl/img/298/58164_2b.jpg?1570141026']|https://aukcje.gndm.pl/pl/auction/298/lot/1256/sztandar-5-zlotych-1930|Sztandar 5 złotych 1930||2-/3+
35|12 listopada 2017|Opis pozycji\Stan zachowania: L\Wspaniałej urody egzemplarz. Bardzo efektowna moneta wybita specjalnie przygotowanym stemplem polerowanym i na polerowanym krążku. Charakteryzuje się intensywnym lustrem tła, jak i niespotykanym na egzemplarzach standardowych połyskiem obrzeża, świadczącym o wcześniejszym przygotowaniu krążka. Głębokie bicie w tej technice daje niesamowity efekt. Moneta w naturalnej patynie. Piękna.\Stempel głęboki, lustrzany.\Nakład nieznany.\Mennica Warszawa, napis na rancie SALUS - REIPUBLICAE - SUPREMA - LEX.\Srebro, średnica 33mm, waga 17,66 g.\Parchimowicz P 144c, Notatki poz.19 (30.-).\Rzadkość.|['https://img1.onebid.pl/img/270/50969_1b.jpg?1507240800', 'https://img1.onebid.pl/img/270/50969_2b.jpg?1507240800', 'https://img1.onebid.pl/img/270/50969_3b.jpg?1507240800', 'https://img1.onebid.pl/img/270/50969_4b.jpg?1507240800', 'https://img1.onebid.pl/img/270/50969_5b.jpg?1507240800']|https://aukcje.gndm.pl/pl/auction/270/lot/406/gleboki-sztandar-5-zlotych-1930-stempel-lustrzany-rzadkosc|GŁĘBOKI Sztandar 5 złotych 1930 - stempel LUSTRZANY - rzadkość||L
36|12 listopada 2017|Opis pozycji\Stan zachowania: PCGS MS62\Ładny egzemplarz.\Odmiana bita stemplem płytkim.\Chałupski 2.23.2.a (R), Parchimowicz 115a|['https://img1.onebid.pl/img/270/50037_1b.jpg?1506549600', 'https://img1.onebid.pl/img/270/50037_2b.jpg?1506549600', 'https://img1.onebid.pl/img/270/50037_3b.jpg?1506549600']|https://aukcje.gndm.pl/pl/auction/270/lot/452/sztandar-5-zlotych-1930-pcgs-ms62|Sztandar 5 złotych 1930 - PCGS MS62|PCGS MS62|PCGS MS62
37|12 listopada 2017|Opis pozycji\Stan zachowania: PCGS AU58\Stempel płytki. Bardzo ładny egzemplarz. \Chałupski 2.23.2.a (R), Parchimowicz 115a|['https://img1.onebid.pl/img/270/50939_1b.jpg?1507154400', 'https://img1.onebid.pl/img/270/50939_2b.jpg?1507154400', 'https://img1.onebid.pl/img/270/50939_3b.jpg?1507154400']|https://aukcje.gndm.pl/pl/auction/270/lot/453/sztandar-5-zlotych-1930-pcgs-au58|Sztandar 5 złotych 1930 - PCGS AU58|PCGS AU58|PCGS AU58
38|02 września 2017|"Opis pozycji\Stan zachowania: 2/2+\Estymacje: 141 - 212 EUR | 600 - 900 PLN\Moneta z tej samej kolekcji, co oferowana piękna Nike bez gradingu. Równie piękna prezencja, urokliwa patyna, naturalność i połysk; odmiana bita stemplem płytkim; Parchimowicz 115.a; Chałupski 2.23.2.a (R); 17,97g Ag"|['https://img1.onebid.pl/img/269/43485_1b.jpg?1502229600', 'https://img1.onebid.pl/img/269/43485_2b.jpg?1502229600']|https://aukcje.gndm.pl/pl/auction/269/lot/380/sztandar-5-zlotych-1930|Sztandar 5 złotych 1930||2/2+
39|02 września 2017|"Opis pozycji\Stan zachowania: PCGS AU58\Estymacje: 165 - 200 EUR | 700 - 850 PLN\Parchimowicz 115.a; Chałupski 2.23.2.a (R)"|['https://img1.onebid.pl/img/269/44211_1b.jpg?1502229600', 'https://img1.onebid.pl/img/269/44211_2b.jpg?1502229600', 'https://img1.onebid.pl/img/269/44211_3b.jpg?1502229600']|https://aukcje.gndm.pl/pl/auction/269/lot/381/sztandar-5-zlotych-1930|Sztandar 5 złotych 1930||PCGS AU58
40|11 czerwca 2017|"Opis pozycji\Stan zachowania: ~3+/2\Estymacje: 1 196 - 1 914 EUR | 5 000 - 8 000 PLN\II RP 5 złotych 1930 GŁĘBOKI sztandar\Chałupski 2.23.1.a (R5)\odmiana wybita stemplem głęboki\srebro, 17.98g\jedna z najrzadszych monet obiegowych okresu międzywojnia"|['https://img1.onebid.pl/img/264/39849_1b.jpg?1497132000', 'https://img1.onebid.pl/img/264/39849_2b.jpg?1497132000']|https://aukcje.gndm.pl/pl/auction/264/lot/210/gleboki-sztandar-5-zlotych-1930|GŁĘBOKI sztandar 5 złotych 1930||~3+/2
41|14 lutego 2018, 20:35|Opis pozycji\Stan zachowania: 3+/2\Parchimowicz 115.a\\\Nr pozycji: 7173176356\Czas trwania aukcji: 7 dni\Licytujących: 12|['https://img1.onebid.pl/img/1000066/4290232014_1b.jpg?1518636900', 'https://img1.onebid.pl/img/1000066/4290232014_2b.jpg?1518636900']|https://aukcje.gndm.pl/pl/auction/1000066/id/647952/1763-sztandar-5-zlotych-1930-st-3-2|1763. Sztandar 5 złotych 1930 st.3+/2|3+/2|3+/2
42|21 stycznia 2018, 20:11|Opis pozycji\Niewielkie ślady obiegu, mechanicznie przetarte tło rewersu, ładny awers.\Parchimowicz 115.a\Moneta pokazana na zdjęciu.\\\Nr pozycji: 7137441835\Czas trwania aukcji: 5 dni\Licytujących: 19|['https://img1.onebid.pl/img/1000066/4290230094_1b.jpg?1516561860', 'https://img1.onebid.pl/img/1000066/4290230094_2b.jpg?1516561860']|https://aukcje.gndm.pl/pl/auction/1000066/id/646007/512-sztandar-5-zlotych-1930-st-3-2|512. Sztandar, 5 złotych 1930 st.3/2|3/2|
43|26 września 2017, 19:41|Opis pozycji\Stan zachowania: AU55 Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl\\Nr pozycji: 6958790339\Czas trwania aukcji: 3 dni\Licytujących: 17|['https://img1.onebid.pl/img/1000066/4290228399_1b.jpg?1506447660', 'https://img1.onebid.pl/img/1000066/4290228399_2b.jpg?1506447660', 'https://img1.onebid.pl/img/1000066/4290228399_3b.jpg?1506447660']|https://aukcje.gndm.pl/pl/auction/1000066/id/644207/6431-sztandar-5-zlotych-1930-pcgs-au55|6431. Sztandar 5 złotych 1930 - PCGS AU55|PCGS AU55|PCGS AU55
44|28 sierpnia 2017, 20:55|Opis pozycji\Stan zachowania: PCGS AU50\Ładny, sporo świeżości. Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl\\Nr pozycji: 6933997357\Czas trwania aukcji: 7 dni\Licytujących: 24|['https://img1.onebid.pl/img/1000066/4290226983_1b.jpg?1503946514', 'https://img1.onebid.pl/img/1000066/4290226983_2b.jpg?1503946514', 'https://img1.onebid.pl/img/1000066/4290226983_3b.jpg?1503946514']|https://aukcje.gndm.pl/pl/auction/1000066/id/642783/6791-sztandar-5-zlotych-1930-pcgs-au50|6791. Sztandar 5 złotych 1930 - PCGS AU50|PCGS AU50|PCGS AU50
45|07 sierpnia 2017, 20:54|Opis pozycji\Stan zachowania: 2-\-\Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl\\Nr pozycji: 6914821655\Czas trwania aukcji: 5 dni\Licytujących: 17|['https://img1.onebid.pl/img/1000066/4290226104_1b.jpg?1502132070', 'https://img1.onebid.pl/img/1000066/4290226104_2b.jpg?1502132070']|https://aukcje.gndm.pl/pl/auction/1000066/id/641904/539-sztandar-5-zlotych-1930-st-2|539. Sztandar 5 złotych 1930 st.2-|2-|2-
46|09 maja 2017, 22:07|"Opis pozycji\Stan zachowania: PCGS MS61\Bardzo ładny sztandar.\Chałupski 2.23.2.a (R)\Od średniowiecza po II Rzeczpospolitą...\Obecnie wśród naszych aukcji piękna kolekcja polskich monet XII-XX wiecznych. Od średniowiecznych denarków, przez piękne szóstaki 1623 i 1753, menniczy Talar ""Zbrojarz"", trojak historyczny SAP, po bardzo ładną II RP. Zapraszamy. Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl\\Nr pozycji: 6804195848\Czas trwania aukcji: 10 dni\Licytujących: 26"|['https://img1.onebid.pl/img/1000066/4290222850_1b.jpg?1494360439', 'https://img1.onebid.pl/img/1000066/4290222850_2b.jpg?1494360439', 'https://img1.onebid.pl/img/1000066/4290222850_3b.jpg?1494360439']|https://aukcje.gndm.pl/pl/auction/1000066/id/638635/9695-sztandar-5-zlotych-1930-pcgs-ms61|9695. Sztandar 5 złotych 1930 - PCGS MS61|PCGS MS61|PCGS MS61
47|16 kwietnia 2017, 19:55|Opis pozycji\Stan zachowania: 2+\Bardzo ładna moneta. W gradingu naszym zdaniem pewne AU58, a gdyby nie drobne uszkodzenie na rancie od strony rewersu może i z szansą na MS-a\-\Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl\\Nr pozycji: 6768617361\Czas trwania aukcji: 3 dni\Licytujących: 31|['https://img1.onebid.pl/img/1000066/4290221240_1b.jpg?1492365300', 'https://img1.onebid.pl/img/1000066/4290221240_2b.jpg?1492365300']|https://aukcje.gndm.pl/pl/auction/1000066/id/637024/795-sztandar-5-zlotych-1930-st-2|795. Sztandar 5 złotych 1930 st.2+|2+|2+
48|08 kwietnia 2017, 19:55|Opis pozycji\Stan zachowania: 2\-\Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl\\Nr pozycji: 6768617189\Czas trwania aukcji: 3 dni\Licytujących: 26|['https://img1.onebid.pl/img/1000066/4290220778_1b.jpg?1491674100', 'https://img1.onebid.pl/img/1000066/4290220778_2b.jpg?1491674100']|https://aukcje.gndm.pl/pl/auction/1000066/id/636561/793-sztandar-5-zlotych-1930-st-2|793. Sztandar 5 złotych 1930 st.2|2|2
49|31 marca 2017, 19:55|Opis pozycji\Stan zachowania: ~2\Lekko przetarty, ale ładny\-\Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl\\Nr pozycji: 6767701845\Czas trwania aukcji: 3 dni\Licytujących: 22|['https://img1.onebid.pl/img/1000066/4290220377_1b.jpg?1490982900', 'https://img1.onebid.pl/img/1000066/4290220377_2b.jpg?1490982900']|https://aukcje.gndm.pl/pl/auction/1000066/id/636160/791-sztandar-5-zlotych-1930-st-2|791. Sztandar 5 złotych 1930 st.~2|~2|~2
50|06 marca 2017, 21:10|Opis pozycji\Stan zachowania: 2/2+\-\Wyjątkowa kolekcja SREBRNYCH monet ŚWIATA\Ogromny zbiór ponad 600 monet z niemal każdego zakątka świata - tak w skrócie można by przedstawić kolekcję, którą powierzył nam do sprzedaży jeden z kolekcjonerów. Zbiór głównie XVIII-XX wiecznych wysokich, dużych, srebrnych nominałów zawierający m.in. piękną Rosję, ciekawe Niemcy, Francję, Amerykę, ale i też egzotykę: Chiny, Egipt, państwa Afrykańskie. Przekrojowa kolekcja zawierająca również rzadkie lata. Zapraszamy. Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl\\Nr pozycji: 6733746911\Czas trwania aukcji: 7 dni\Licytujących: 20|['https://img1.onebid.pl/img/1000066/4290218195_1b.jpg?1488831029', 'https://img1.onebid.pl/img/1000066/4290218195_2b.jpg?1488831029']|https://aukcje.gndm.pl/pl/auction/1000066/id/633961/1357-sztandar-5-zlotych-1930-st-2-2|1357. Sztandar 5 złotych 1930 st.2/2+|2/2+|2/2+
